word,cnt
프로,360
시즌,288
축구,276
농구,270
감독,215
선수,206
승리,200
경기,198
리그,182
기록,160
연승,152
우승,144
게임,128
대표,126
연속,121
월드컵,121
류현진,119
아시안,119
한국,113
야구,108
계약,104
연패,103
여자,92
아시아,90
패배,87
출전,73
손흥민,72
김정은,62
배구,62
베트남,61
올림픽,60
부상,60
선발,59
탈출,58
시작,56
행운,56
도전,55
이닝,55
롯데,54
실점,53
바르셀로나,52
지원,52
두산,51
대회,51
공감,51
대하다,50
이적,50
준비,49
홈런,49
세계,47
승부,47
안타,47
이기다,45
경남,44
보이다,44
최다,43
달성,42
득점,42
진출,41
선두,41
확인,40
순위,40
라운드,40
코치,40
선정,40
훈련,38
다저스,38
조정,38
결승,38
넥센,37
일본,36
참가,36
울산,36
멀티,36
동안,36
국가,36
연봉,35
성공,34
레알,34
개막,34
복귀,34
추신수,34
이전,33
필라델피아,32
여성,32
GS칼텍스,32
아르헨티나,32
후보,32
역사,31
보스턴,31
개최,31
협회,30
종료,30
차지,29
타율,29
삼성,29
서울,29
배우다,28
내년,28
앞두다,28
경쟁,28
네덜란드,27
왕국,27
스포츠,27
챔피언십,27
미국,27
유니폼,26
가능,26
최초,26
인치,26
독일,26
외국인,26
신인,25
통증,25
열리다,25
아시안컵,25
올스타,25
휴스턴,25
나무,24
마드리드,24
거두다,24
올해,24
우리카드,24
투구,24
부활,23
예정,23
판매,23
시티,23
스테이트,23
클럽,23
위하다,23
완료,23
비교,22
골든,22
교체,22
완벽,22
총리,22
결정,22
혐의,22
역대,22
성적,22
회장,21
강정호,21
메시,21
제압,21
투수,21
마감,21
부진,21
연장,21
러시아,21
시간,20
자신감,20
제안,20
리더,20
마지막,20
기대,20
전서,20
현대모비스,20
토마토,19
박항서,19
수원,19
멀티히트,19
스틸,19
포인트,19
스웨덴,19
파크,19
결승전,19
방문,19
대전,19
인도네시아,19
우리은행,19
이대호,19
이탈리아,19
중국,19
시리즈,18
합류,18
라인,18
퍼센트,18
힘들다,18
갈등,18
금메달,18
포함,18
북한,18
내일,18
대결,18
한국전력,18
수비,18
올스타전,18
도약,18
평가,18
아스날,18
활약,17
최지만,17
훌륭,17
유지,17
남북,17
뉴올리언스,17
명예,17
확정,17
무릎,17
사람,17
저지,17
한일전,17
파이어,17
서부,17
끝나다,17
조건,17
김민,17
필요,17
평균,17
해외,17
영입,17
엉덩이,16
붕괴,16
연맹,16
나라,16
토트넘,16
인정,16
인하다,16
취소,16
결과,16
메츠,16
리뷰,16
타수,16
챔피언,16
현대,16
사우디아라비아,16
현대캐피탈,16
상대,16
브리검,16
차전,16
진행,15
마우스,15
데이비스,15
집중,15
개국,15
제임스,15
빠르다,15
스타,15
이상,15
남자,15
방북단,15
진전,15
이승,15
축하,15
칠레,15
대한항공,15
타점,15
맨유,15
챔스리그,15
은퇴,15
아웃,15
인터뷰,14
오류,14
혼합,14
이스라엘,14
상황,14
촉진,14
은행,14
전기,14
최고,14
최소,14
삼성생명,14
예비,14
역전승,14
윤호영,14
어깨,14
수술비,14
차례,14
미소,14
보너스,14
부동산,14
도로공사,14
질주,14
메디치,14
주루,14
박기원,14
구단,14
출루,14
평가전,14
김학범,14
닷컴,14
개막전,14
체육,14
점검,14
신태용,14
OK저축은행,14
전환,14
마운트,14
비율,14
조작,13
이루다,13
감사,13
체결,13
IBK기업은행,13
세터,13
우승자,13
오르다,13
전당,13
위원회,13
기회,13
김종민,13
완파,13
남편,13
김현진,13
효과,13
제거,13
이어지다,13
독립,13
적응,13
돌아오다,13
재미있다,13
확대,13
콘서트,13
만드다,13
불펜,13
영상,13
강력,13
이란,13
홍보,13
대통령,13
가지다,12
역전,12
독점,12
경주,12
승률,12
김승우,12
돌파,12
대체,12
티켓,12
중심,12
에디션,12
로토,12
위반,12
조사,12
싸움,12
전선,12
이승우,12
승호,12
차원,12
제외,12
던지다,12
워싱턴,12
입단,12
유럽,12
스파크,12
킬로미터,12
시범,12
웨스트,12
야구장,12
구장,12
김희,12
중계,11
자협,11
제공,11
이근호,11
마음,11
게레로,11
황희찬,11
마치다,11
김지수,11
규모,11
수석,11
관전,11
경남도,11
도청,11
이번,11
달리다,11
목표,11
폭발,11
뉴욕,11
전쟁,11
캡틴,11
인삼공사,11
하위,11
프론트,11
펼치다,11
에루,11
드래프트,11
공사,11
이끌다,11
침묵,11
마이클,11
고려,11
일요일,11
연전,11
실패,11
선임,11
마틴,11
포수,11
사령탑,11
전광인,11
대기,11
라오스,11
포스트시즌,11
선언,11
우즈베크,11
승부수,11
본격,11
김현수,11
